---------------------------------------------------------------------------------------------------------
Benchmark                                               Time             CPU   Iterations UserCounters...
BM_write_seq_indexed<__m128i>/2048                   56.8 ns         56.6 ns     12882424 bytes_per_second=33.6862Gi/s items_per_second=2.26064G/s 2048
BM_write_seq_indexed<__m128i>/4096                    129 ns          129 ns      6095405 bytes_per_second=29.4674Gi/s items_per_second=1.97752G/s 4096
BM_write_seq_indexed<__m128i>/8192                    332 ns          332 ns      1921739 bytes_per_second=23.0068Gi/s items_per_second=1.54396G/s 8192
BM_write_seq_indexed<__m128i>/16384                   557 ns          557 ns      1561934 bytes_per_second=27.3963Gi/s items_per_second=1.83853G/s 16384
BM_write_seq_indexed<__m128i>/32768                  1401 ns         1401 ns       530293 bytes_per_second=21.7779Gi/s items_per_second=1.46149G/s 32768
BM_write_seq_indexed<__m128i>/65536                  2054 ns         2054 ns       283212 bytes_per_second=29.7194Gi/s items_per_second=1.99443G/s 65536
BM_write_seq_indexed<__m128i>/131072                 4128 ns         4128 ns       165692 bytes_per_second=29.5685Gi/s items_per_second=1.98431G/s 131072
BM_write_seq_indexed<__m128i>/262144                 8797 ns         8797 ns        76567 bytes_per_second=27.7512Gi/s items_per_second=1.86235G/s 262144
BM_write_seq_indexed<__m128i>/524288                18574 ns        18574 ns        38209 bytes_per_second=26.2889Gi/s items_per_second=1.76422G/s 524288
BM_write_seq_indexed<__m128i>/1048576               36430 ns        36430 ns        18105 bytes_per_second=26.8067Gi/s items_per_second=1.79897G/s 1048576
BM_write_seq_indexed<__m128i>/2097152               76463 ns        76463 ns         9481 bytes_per_second=25.5434Gi/s items_per_second=1.71419G/s 2097152
BM_write_seq_indexed<__m128i>/4194304              181309 ns       181310 ns         4433 bytes_per_second=21.5446Gi/s items_per_second=1.44584G/s 4194304
BM_write_seq_indexed<__m128i>/8388608              575177 ns       575170 ns         1368 bytes_per_second=13.5829Gi/s items_per_second=911.536M/s 8388608
BM_write_seq_indexed<__m128i>/16777216            1412989 ns      1412980 ns          511 bytes_per_second=11.0582Gi/s items_per_second=742.103M/s 16777216
BM_write_seq_indexed<__m128i>/33554432            2903934 ns      2903938 ns          230 bytes_per_second=10.7612Gi/s items_per_second=722.175M/s 33554432
BM_write_seq_indexed<__m128i>/67108864            7384916 ns      7384831 ns          103 bytes_per_second=8.46329Gi/s items_per_second=567.962M/s 67108864
BM_write_seq_indexed<__m128i>/134217728          11838864 ns     11838742 ns           52 bytes_per_second=10.5586Gi/s items_per_second=708.573M/s 134217728
BM_write_seq_indexed<__m128i>/268435456          23975651 ns     23974946 ns           28 bytes_per_second=10.4276Gi/s items_per_second=699.781M/s 268435456
BM_write_seq_indexed<__m128i>/536870912          46359595 ns     46358787 ns           15 bytes_per_second=10.7854Gi/s items_per_second=723.799M/s 536870912
BM_write_seq_indexed<__m128i>/1073741824         99607615 ns     99506337 ns            8 bytes_per_second=10.0496Gi/s items_per_second=674.418M/s 1073741824
BM_write_seq_indexed<__m256i>/1024                   14.3 ns         14.3 ns     45192196 bytes_per_second=66.5575Gi/s items_per_second=2.2333G/s 1024
BM_write_seq_indexed<__m256i>/2048                   30.9 ns         30.9 ns     24139313 bytes_per_second=61.7085Gi/s items_per_second=2.07059G/s 2048
BM_write_seq_indexed<__m256i>/4096                   62.1 ns         62.1 ns     12712595 bytes_per_second=61.4419Gi/s items_per_second=2.06165G/s 4096
BM_write_seq_indexed<__m256i>/8192                    139 ns          139 ns      5014733 bytes_per_second=55.0262Gi/s items_per_second=1.84637G/s 8192
BM_write_seq_indexed<__m256i>/16384                   266 ns          266 ns      2710754 bytes_per_second=57.3198Gi/s items_per_second=1.92333G/s 16384
BM_write_seq_indexed<__m256i>/32768                   842 ns          842 ns       825758 bytes_per_second=36.2395Gi/s items_per_second=1.216G/s 32768
BM_write_seq_indexed<__m256i>/65536                  1373 ns         1373 ns       505935 bytes_per_second=44.4402Gi/s items_per_second=1.49116G/s 65536
BM_write_seq_indexed<__m256i>/131072                 3122 ns         3122 ns       233522 bytes_per_second=39.0964Gi/s items_per_second=1.31186G/s 131072
